ADVERTISER_NAME,advertiser_industry,SUPPLY_SOURCE,DOMAIN,APP_NAME,DEVICE_TYPE,ENVIRONMENT,LINE_ITEM_TYPE,CREATIVE_SIZE,COUNTRY,IMPRESSIONS,VIEWABLE_IMPRESSIONS,MEASURABLE_IMPRESSIONS,VIEWABILITY,CLICKS,CLICK_THROUGH_RATE,TOTAL_SPEND_USD,ECPM_USD,VCPM_USD,ECPC_USD,VIDEO_COMPLETE_VIEWS,VIDEO_COMPLETION_RATE,effective_viewability,measurability_rate,cost_per_viewable_impression,quality_score,cost_efficiency_score,brand_safety_score,brand_safety_risk,iab_category,iab_category_secondary,content_type,audience_profile
Sky Showtime,entertainment,adx,www.crestinortodox.ro,,Mobile,Web,DISPLAY,728x90,RO,1658,1303,1595,0.8169,0,0.0,0.391273,0.236,0.3,0.0,0,0.0,0.7859,0.962,0.3003,0.8894,0.1483,0.8894,low,IAB1,,entertainment,"mass_reach,young_adults"
777 - Spain,gaming,rp,www.eleconomista.es,,Mobile,Web,DISPLAY,320x480,ES,1653,1373,1620,0.8475,29,0.0175,7.500293,4.537,5.463,0.259,0,0.0,0.8306,0.98,5.4627,0.9138,0.0082,0.9138,low,IAB9,,gaming,"young_adults,mass_reach"
Bouygues Telecom,tech,ogury,www.planet.fr,,Mobile,Web,DISPLAY,500x120,FR,1642,0,0,0.0,1,0.06,6.995542,4.26,0.0,6.996,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB19,,technology,"young_adults,tech_enthusiasts"
Bradesco SA,banking,appnexus,play.google.com,Chess Club - Chess Board Game,Mobile,In-app,DISPLAY,320x50,BR,1633,1542,1615,0.9548,79,0.0484,3.154252,1.932,2.046,0.04,0,0.0,0.9443,0.989,2.0456,0.9719,0.0218,0.9719,low,IAB13,,finance,"professionals,high_income"
Warner Bros - Global,entertainment,adxapac,www.myinstants.com,,Mobile,Web,DISPLAY,320x50,PH,1629,1358,1460,0.9301,0,0.0,0.434337,0.267,0.32,0.0,0,0.0,0.8336,0.8963,0.3198,0.9132,0.1393,0.9132,low,IAB1,,entertainment,"mass_reach,young_adults"
BR Stellantis RAM,automotive,adxbr,premium-medical-luxury-clinics.ctfest.org,,Mobile,Web,DISPLAY,336x280,BR,1624,879,1356,0.6481999999999999,12,0.74,1.278735,0.787,1.455,0.107,0,0.0,0.5413,0.835,1.4548,0.7416,0.0306,0.7416,low,IAB2,,automotive,"mass_reach,professionals"
Sky Showtime,entertainment,adx,debreceninap.hu,,Mobile,Web,DISPLAY,320x100,HU,1611,1537,1593,0.9648,5,0.31,1.037656,0.644,0.675,0.208,0,0.0,0.9541,0.9888,0.6751,0.9768,0.066,0.9768,low,IAB1,,entertainment,"mass_reach,young_adults"
Localiza Seminovos,automotive,adxbr,gq.globo.com,,Mobile,Web,DISPLAY,300x250,BR,1608,341,509,0.6698999999999999,62,0.0385999999999999,13.960826,8.682,40.941,0.225,0,0.0,0.2121,0.3165,40.9408,0.4932,0.0011,0.4932,medium,IAB2,,automotive,"mass_reach,professionals"
Viceroy,fashion,adx,www.diariodesevilla.es,,Mobile,Web,DISPLAY,500x120,ES,1608,0,0,0.0,4,0.25,2.803451,1.743,0.0,0.701,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB18,,lifestyle,"young_adults,high_income"
Lilly Drogerie,retail,sovrn,www.yahoo.com,,Desktop,Web,DISPLAY,300x250,RS,1606,1082,1549,0.6984999999999999,1,0.06,3.100474,1.931,2.866,3.1,0,0.0,0.6737,0.9645,2.8655,0.8315,0.0155,0.8315,low,IAB22,,shopping,"mass_reach,young_adults"
Sky Showtime,entertainment,index,moto.pl,,Desktop,Web,DISPLAY,728x90,PL,1601,1115,1577,0.7070000000000001,1,0.06,0.586376,0.366,0.526,0.586,0,0.0,0.6964,0.985,0.5259,0.846,0.0847,0.846,low,IAB1,,entertainment,"mass_reach,young_adults"
BR Pepsico Gatorade,food,sovrn,donna.fidelityhouse.eu,,Mobile,Web,DISPLAY,160x600,BR,1592,855,1572,0.5439,3,0.19,1.880277,1.181,2.199,0.627,0,0.0,0.5371,0.9874,2.1992,0.7657,0.0203,0.7657,low,IAB8,,other,"mass_reach,parents"
Sky Showtime,entertainment,mgid,prawo.gazetaprawna.pl,,Desktop,Web,DISPLAY,320x100,PL,1591,940,1567,0.5999,1,0.06,0.498508,0.313,0.53,0.499,0,0.0,0.5908,0.9849,0.5303,0.7924,0.084,0.7924,low,IAB1,,entertainment,"mass_reach,young_adults"
mtl_emea_uk_ip_fp_multi,other,pubmatic,www.thescottishsun.co.uk,,Desktop,Web,DISPLAY,300x250,GB,1587,670,1577,0.4249,1,0.06,4.359159,2.747,6.506,4.359,0,0.0,0.4222,0.9937,6.5062,0.7093,0.0068,0.5093,medium,IAB0,,other,mass_reach
777 - Spain,gaming,index,www.nationalgeographic.com.es,,Mobile,Web,DISPLAY,300x600,ES,1584,492,1515,0.3248,7,0.44,3.150555,1.989,6.404,0.45,0,0.0,0.3106,0.9564,6.4036,0.6406,0.007,0.4406,medium,IAB9,,gaming,"young_adults,mass_reach"
mtl_emea_es_ip_fp_multi,other,sas,www.elperiodicodearagon.com,,Desktop,Web,DISPLAY,970x90,ES,1580,1476,1545,0.9553,0,0.0,1.769243,1.12,1.199,0.0,0,0.0,0.9342,0.9778,1.1987,0.9666,0.0372,0.9666,low,IAB0,,other,mass_reach
RETIF,other,prebidserver,www.lejournaldelamaison.fr,,Mobile,Web,DISPLAY,300x250,FR,1580,779,1516,0.5139,10,0.63,5.915294,3.744,7.593,0.592,0,0.0,0.493,0.9595,7.5934,0.7367,0.0059,0.7367,low,IAB0,,other,mass_reach
MX Sephora,beauty,pubmatic,www.myinstants.com,,Desktop,Web,DISPLAY,300x600,MX,1576,609,1569,0.3881,1,0.06,0.611462,0.388,1.004,0.611,0,0.0,0.3864,0.9956,1.004,0.6919,0.0444,0.4919,medium,IAB18,,lifestyle,"young_adults,high_income"
FDJ - FR,gaming,seedtag,www.ladepeche.fr,,Mobile,Web,DISPLAY,300x250,FR,1575,1047,1537,0.6812,19,1.21,3.283167,2.085,3.136,0.173,0,0.0,0.6648,0.9759,3.1358,0.8286,0.0142,0.8286,low,IAB9,,gaming,"young_adults,mass_reach"
MX Sephora,beauty,adxbr,www.tripadvisor.com.mx,,Desktop,Web,DISPLAY,300x600,MX,1573,1236,1536,0.8047,6,0.38,5.405123,3.436,4.373,0.901,0,0.0,0.7858,0.9765,4.3731,0.8906,0.0102,0.8906,low,IAB18,,lifestyle,"young_adults,high_income"
Visit Florida,travel,adxus,football.fantasysports.yahoo.com,,Mobile,Web,DISPLAY,970x250,US,1568,1321,1489,0.8872,0,0.0,4.704,3.0,3.561,0.0,0,0.0,0.8425,0.9496,3.5609,0.9184,0.0125,0.9184,low,IAB20,,other,"mass_reach,high_income"
Sheilas Wheels,finance,appnexus,www.ok.co.uk,,Mobile,Web,DISPLAY,300x250,GB,1563,231,1512,0.1528,0,0.0,1.412755,0.904,6.116,0.0,0,0.0,0.1478,0.9674,6.1158,0.5601,0.0073,0.5601,medium,IAB13,,finance,"professionals,high_income"
MX Sephora,beauty,sovrn,www.radio-en-vivo.mx,,Desktop,Web,DISPLAY,300x100,MX,1557,1487,1551,0.9587,17,1.09,7.253541,4.659,4.878,0.427,0,0.0,0.955,0.9961,4.878,0.9774,0.0091,0.9774,low,IAB18,,lifestyle,"young_adults,high_income"
Sky Showtime,entertainment,rp,www.notebookcheck.pl,,Mobile,Web,DISPLAY,320x50,PL,1557,1007,1554,0.648,0,0.0,0.643793,0.413,0.639,0.0,0,0.0,0.6468,0.9981,0.6393,0.8231,0.0697,0.8231,low,IAB1,,entertainment,"mass_reach,young_adults"
Bradesco SA,banking,inmobi,play.google.com,3D Bolt Master®: Screw Master® - Apps on Google Play,Mobile,In-app,DISPLAY,500x120,BR,1553,0,0,0.0,2,0.13,0.076661,0.049,0.0,0.038,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB13,,finance,"professionals,high_income"
Sky Showtime,entertainment,ogury,adevarul.ro,,Desktop,Web,DISPLAY,970x250,RO,1552,138,1471,0.0938,0,0.0,0.191628,0.123,1.389,0.0,0,0.0,0.0889,0.9478,1.3886,0.5208,0.0321,0.5208,medium,IAB1,,entertainment,"mass_reach,young_adults"
Warner Bros - Global,entertainment,index,www.foxnews.com,,Mobile,Web,DISPLAY,300x50,AU,1540,1455,1518,0.9585,3,0.19,2.207128,1.433,1.517,0.736,0,0.0,0.9448,0.9857,1.5169,0.9721,0.0294,0.9721,low,IAB1,,entertainment,"mass_reach,young_adults"
Sky Showtime,entertainment,rp,antyweb.pl,,Mobile,Web,DISPLAY,300x600,PL,1522,693,1494,0.4639,5,0.33,8.267422,5.432,11.93,1.653,0,0.0,0.4553,0.9816,11.9299,0.7228,0.0037,0.5228,medium,IAB1,,entertainment,"mass_reach,young_adults"
Lilly Drogerie,retail,adx,www.parents.com,,Mobile,Web,DISPLAY,320x50,RS,1519,1456,1504,0.9681,3,0.2,2.930454,1.929,2.013,0.977,0,0.0,0.9585,0.9901,2.0127,0.9791,0.0221,0.9791,low,IAB22,,shopping,"mass_reach,young_adults"
Floradix,health,onetag,www.subito.it,,Desktop,Web,DISPLAY,336x280,IT,1518,938,1503,0.6241,1,0.07,0.70338,0.463,0.75,0.703,0,0.0,0.6179,0.9901,0.7499,0.8071,0.0594,0.8071,low,IAB7,,health,"mass_reach,professionals"
Sheilas Wheels,finance,sovrn,www.thesun.co.uk,,Desktop,Web,DISPLAY,970x250,GB,1518,542,1500,0.3613,1,0.07,2.627443,1.731,4.848,2.627,0,0.0,0.357,0.9881,4.8477,0.6747,0.0092,0.4747,medium,IAB13,,finance,"professionals,high_income"
BR Pepsico Gatorade,food,pubmatic,solitaired.com,,Mobile,Web,DISPLAY,970x250,BR,1513,1485,1505,0.9867,6,0.4,1.85208,1.224,1.247,0.309,0,0.0,0.9815,0.9947,1.2472,0.9907,0.0357,0.9907,low,IAB8,,other,"mass_reach,parents"
MX Sephora,beauty,adxbr,23616214068.lakakids.com,,Mobile,Web,DISPLAY,336x280,MX,1510,1208,1412,0.8554999999999999,37,0.0245,19.17305,12.697,15.872,0.518,0,0.0,0.8,0.9351,15.8717,0.8953,0.0028,0.8953,low,IAB18,,lifestyle,"young_adults,high_income"
Sky Showtime,entertainment,smartyads,www.idokep.hu,,Desktop,Web,DISPLAY,728x90,HU,1508,947,1447,0.6545000000000001,4,0.27,3.826389,2.537,4.041,0.957,0,0.0,0.628,0.9595,4.0405,0.807,0.011,0.807,low,IAB1,,entertainment,"mass_reach,young_adults"
BNP Paribas,banking,ogury,lannion-perros.maville.com,,Mobile,Web,DISPLAY,300x600,FR,1507,564,1427,0.3952,4,0.27,2.356495,1.564,4.178,0.589,0,0.0,0.3743,0.9469,4.1782,0.6711,0.0107,0.4711,medium,IAB13,,finance,"professionals,high_income"
BR Ype Amaciante Concentrado,fmcg,opera,webmailaz.terra.com.br,,Desktop,Web,DISPLAY,300x600,BR,1505,1390,1488,0.9341,1,0.07,1.215247,0.807,0.874,1.215,0,0.0,0.9236,0.9887,0.8743,0.9614,0.051,0.9614,low,IAB8,,other,"mass_reach,parents"
Elanco,health,adx,kultura.gazeta.pl,,Mobile,Web,DISPLAY,336x280,PL,1504,1197,1457,0.8216,5,0.33,2.54873,1.695,2.129,0.51,0,0.0,0.7959,0.9688,2.1293,0.8952,0.0209,0.8952,low,IAB7,,health,"mass_reach,professionals"
Garlan Gudger,other,sovrn,apps.apple.com,Vita Mahjong,Mobile,In-app,VIDEO,1920x1080,US,1502,0,0,0.0,1,0.07,1.750392,1.165,0.0,1.75,141,0.0939,0.0,0.0,,0.0235,0.0,0.0,high,IAB0,,other,mass_reach
MX Nissan Nibu,automotive,triplelift,www.speedtest.net,,Desktop,Web,DISPLAY,336x280,CO,1496,1161,1449,0.8012,5,0.33,7.272646,4.861,6.264,1.455,0,0.0,0.7761,0.9686,6.2641,0.8849,0.0071,0.8849,low,IAB2,,automotive,"mass_reach,professionals"
Localiza Seminovos,automotive,adxbr,www.cifras.com.br,,Desktop,Web,DISPLAY,970x250,BR,1493,371,758,0.4894,6,0.4,10.70293,7.169,28.849,1.784,0,0.0,0.2485,0.5077,28.8489,0.4986,0.0015,0.2986,high,IAB2,,automotive,"mass_reach,professionals"
Skoda,automotive,adx,www.scuolainforma.news,,Mobile,Web,DISPLAY,320x50,IT,1492,926,1468,0.6308,1,0.07,0.069228,0.046,0.075,0.069,0,0.0,0.6206,0.9839,0.0748,0.8074,0.5959,0.8074,low,IAB2,,automotive,"mass_reach,professionals"
Pepsi - PT,food,adx,hrportugal.sapo.pt,,Desktop,Web,DISPLAY,300x600,PT,1481,1225,1417,0.8645,2,0.14,1.261939,0.852,1.03,0.631,0,0.0,0.8271,0.9568,1.0302,0.9106,0.0432,0.9106,low,IAB8,,other,"mass_reach,parents"
Localiza Seminovos,automotive,amazon,www.campograndenews.com.br,,Mobile,Web,DISPLAY,336x280,BR,1470,395,1063,0.3716,33,0.0224,0.62169,0.423,1.574,0.019,0,0.0,0.2687,0.7231,1.5739,0.5474,0.0283,0.3473,high,IAB2,,automotive,"mass_reach,professionals"
Porsche HU_Volkswagen,automotive,appnexus,ingatlan.com,,Mobile,Web,DISPLAY,300x250,HU,1466,932,1415,0.6587000000000001,2,0.14,0.905606,0.618,0.972,0.453,0,0.0,0.6357,0.9652,0.9717,0.8119,0.0458,0.8119,low,IAB2,,automotive,"mass_reach,professionals"
Localiza Seminovos,automotive,adxbr,www.segredosdosonho.com.br,,Mobile,Web,DISPLAY,336x280,BR,1464,336,548,0.6131,8,0.55,0.166425,0.114,0.495,0.021,0,0.0,0.2295,0.3743,0.4953,0.4937,0.0899,0.4937,medium,IAB2,,automotive,"mass_reach,professionals"
Warner Bros - Global,entertainment,adx,zielonyogrodek.pl,,Mobile,Web,DISPLAY,300x250,PL,1463,867,1434,0.6046,2,0.14,1.153389,0.788,1.33,0.577,0,0.0,0.5926,0.9802,1.3303,0.7924,0.0335,0.7924,low,IAB1,,entertainment,"mass_reach,young_adults"
Circus Daily - Belgium,entertainment,dailymotion,www.tchatche.com,,Mobile,Web,VIDEO,1300x1280,BE,1461,1057,1412,0.7486,19,1.3,4.577213,3.133,4.33,0.241,1255,0.8590000000000001,0.7235,0.9665,4.3304,0.8525,0.0103,0.8576,low,IAB1,,entertainment,"mass_reach,young_adults"
Viceroy,fashion,adx,okdiario.com,,Mobile,Web,DISPLAY,500x120,ES,1461,0,0,0.0,1,0.07,3.103326,2.124,0.0,3.103,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB18,,lifestyle,"young_adults,high_income"
Ype 75 anos,food,triplelift,jornaldebrasilia.com.br,,Desktop,Web,DISPLAY,300x250,BR,1457,869,1443,0.6022,0,0.0,1.769992,1.215,2.037,0.0,0,0.0,0.5964,0.9904,2.0368,0.7963,0.0219,0.7963,low,IAB8,,other,"mass_reach,parents"
Adidas - Spain,fashion,openx,biwenger.as.com,,Desktop,Web,DISPLAY,970x250,ES,1450,347,1425,0.2435,1,0.07,2.614569,1.803,7.535,2.615,0,0.0,0.2393,0.9828,7.5348,0.6131,0.0059,0.4131,medium,IAB18,,lifestyle,"young_adults,high_income"
Sky Showtime,entertainment,adx,krotoszyn.naszemiasto.pl,,Mobile,Web,DISPLAY,320x100,PL,1448,1306,1413,0.9243,2,0.14,0.618927,0.427,0.474,0.309,0,0.0,0.9019,0.9758,0.4739,0.9501,0.094,0.9501,low,IAB1,,entertainment,"mass_reach,young_adults"
Warner Bros - Global,entertainment,index,www.thediscoverer.com,,Desktop,Web,DISPLAY,300x250,US,1444,855,1426,0.5996,0,0.0,1.783775,1.235,2.086,0.0,0,0.0,0.5921,0.9875,2.0863,0.7935,0.0214,0.7935,low,IAB1,,entertainment,"mass_reach,young_adults"
UK Breast Cancer Now,health,rp,www.goodhousekeeping.com,,Desktop,Web,DISPLAY,728x90,GB,1440,1041,1423,0.7315999999999999,0,0.0,4.798887,3.333,4.61,0.0,0,0.0,0.7229,0.9882,4.6099,0.8599,0.0097,0.8599,low,IAB7,,health,"mass_reach,professionals"
mtl_emea_be_ip_fp_multi,other,adx,www.dhnet.be,,Desktop,Web,DISPLAY,728x90,BE,1421,1237,1394,0.8874,1,0.07,2.142247,1.508,1.732,2.142,0,0.0,0.8705,0.981,1.7318,0.9342,0.0257,0.9342,low,IAB0,,other,mass_reach
Localiza Seminovos,automotive,sas,www.ig.com.br,,Desktop,Web,DISPLAY,300x250,BR,1421,973,1381,0.7045999999999999,10,0.7,1.387826,0.977,1.426,0.139,0,0.0,0.6847,0.9719,1.4263,0.8382,0.0312,0.8382,low,IAB2,,automotive,"mass_reach,professionals"
Sky Showtime,entertainment,adx,raciborz.naszemiasto.pl,,Mobile,Web,DISPLAY,320x100,PL,1418,1301,1387,0.938,2,0.14,0.671745,0.474,0.516,0.336,0,0.0,0.9175,0.9781,0.5163,0.958,0.0863,0.958,low,IAB1,,entertainment,"mass_reach,young_adults"
Betano PT,gaming,sovrn,royaleapi.com,,Desktop,Web,DISPLAY,300x600,PT,1417,1306,1403,0.9309,0,0.0,0.072563,0.051,0.056,0.0,0,0.0,0.9217,0.9901,0.0556,0.9605,0.8018,0.9605,low,IAB9,,gaming,"young_adults,mass_reach"
Sky Showtime - Poland,entertainment,prebid,www.tekstowo.pl,,Desktop,Web,DISPLAY,728x90,PL,1413,1219,1403,0.8689,0,0.0,0.19497,0.138,0.16,0.0,0,0.0,0.8627,0.9929,0.1599,0.9309,0.2785,0.9309,low,IAB1,,entertainment,"mass_reach,young_adults"
Betano BR,gaming,prebidserver,thelatestarticle.com,,Mobile,Web,DISPLAY,320x50,BR,1408,970,1344,0.7217,1,0.07,0.189938,0.135,0.196,0.19,0,0.0,0.6889,0.9545,0.1958,0.8381,0.2275,0.8381,low,IAB9,,gaming,"young_adults,mass_reach"
Localiza Seminovos,automotive,sovrn,pr.olx.com.br,,Mobile,Web,DISPLAY,300x250,BR,1407,15,168,0.0892999999999999,3,0.21,0.048858,0.035,3.257,0.016,0,0.0,0.0107,0.1194,3.2572,0.1043,0.0137,0.0,high,IAB2,,automotive,"mass_reach,professionals"
Bouygues Telecom,tech,adx,www.dafont.com,,Mobile,Web,DISPLAY,500x120,FR,1404,0,0,0.0,1,0.07,0.473001,0.337,0.0,0.473,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB19,,technology,"young_adults,tech_enthusiasts"
BR Stellantis Jeep Compass,automotive,adxbr,tempo.clicrbs.com.br,,Mobile,Web,DISPLAY,320x50,BR,1404,1345,1392,0.9662,8,0.57,0.997104,0.71,0.741,0.125,0,0.0,0.958,0.9915,0.7413,0.9788,0.0601,0.9788,low,IAB2,,automotive,"mass_reach,professionals"
William Hill - ITA,gaming,rp,m.tuttoveneziasport.it,,Mobile,Web,DISPLAY,970x250,IT,1402,1205,1381,0.8726,4,0.29,2.09201,1.492,1.736,0.523,0,0.0,0.8595,0.985,1.7361,0.9288,0.0257,0.9288,low,IAB9,,gaming,"young_adults,mass_reach"
PL Maspex Tymbark,food,rhythmone,wiadomosci.gazeta.pl,,Mobile,Web,DISPLAY,336x280,PL,1389,953,1367,0.6970999999999999,1,0.07,3.14023,2.261,3.295,3.14,0,0.0,0.6861,0.9842,3.2951,0.8406,0.0135,0.8406,low,IAB8,,other,"mass_reach,parents"
PL Toyota Uzywane,automotive,amazon,www.onet.pl,,Mobile,Web,DISPLAY,728x90,PL,1386,1258,1358,0.9264,3,0.22,1.886273,1.361,1.499,0.629,0,0.0,0.9076,0.9798,1.4994,0.9531,0.0297,0.9531,low,IAB2,,automotive,"mass_reach,professionals"
mtl_emea_be_veh_hw_multi,automotive,kidoz,play.google.com,Two Dots: Connect the dots,Mobile,In-app,DISPLAY,320x480,BE,1382,1077,1079,0.9981,0,0.0,13.303635,9.626,12.352,0.0,0,0.0,0.7793,0.7808,12.3525,0.8895,0.0036,0.8895,low,IAB2,,automotive,"mass_reach,professionals"
Circus Daily - Belgium,entertainment,sas,www.lemonde.fr,,Mobile,Web,DISPLAY,320x100,BE,1371,823,1353,0.6083,1,0.07,3.673042,2.679,4.463,3.673,0,0.0,0.6003,0.9869,4.463,0.7976,0.01,0.7976,low,IAB1,,entertainment,"mass_reach,young_adults"
Sky Showtime - Poland,entertainment,onetag,finanse.wp.pl,,Desktop,Web,DISPLAY,970x250,PL,1365,826,1348,0.6128,0,0.0,0.280439,0.205,0.34,0.0,0,0.0,0.6051,0.9875,0.3395,0.8002,0.1312,0.8002,low,IAB1,,entertainment,"mass_reach,young_adults"
mtl_emea_pl_ip_fp_multi,other,openx,dom.wprost.pl,,Mobile,Web,DISPLAY,320x50,PL,1361,1330,1355,0.9815,8,0.59,1.808269,1.329,1.36,0.226,0,0.0,0.9772,0.9956,1.3596,0.9886,0.0328,0.9886,low,IAB0,,other,mass_reach
Sky Showtime,entertainment,onetag,kuchnia.wp.pl,,Mobile,Web,DISPLAY,336x280,PL,1360,876,1330,0.6586,1,0.07,0.640024,0.471,0.731,0.64,0,0.0,0.6441,0.9779,0.7306,0.8182,0.061,0.8182,low,IAB1,,entertainment,"mass_reach,young_adults"
Circus Daily - Belgium,entertainment,onetag,www.elkspel.nl,,Desktop,Web,DISPLAY,970x250,BE,1359,1353,1359,0.9956,0,0.0,2.53356,1.864,1.873,0.0,0,0.0,0.9956,1.0,1.8725,0.9978,0.0238,0.9978,low,IAB1,,entertainment,"mass_reach,young_adults"
Adidas - France,fashion,adx,actu.orange.fr,,Desktop,Web,DISPLAY,300x250,FR,1358,1180,1348,0.8754000000000001,2,0.15,3.645929,2.685,3.09,1.823,0,0.0,0.8689,0.9926,3.0898,0.934,0.0144,0.934,low,IAB18,,lifestyle,"young_adults,high_income"
Sky Showtime,entertainment,triplelift,tech.wp.pl,,Desktop,Web,DISPLAY,336x280,PL,1355,1073,1345,0.7978000000000001,0,0.0,0.800123,0.59,0.746,0.0,0,0.0,0.7919,0.9926,0.7457,0.8952,0.0597,0.8952,low,IAB1,,entertainment,"mass_reach,young_adults"
Lilly Drogerie,retail,adx,www.4zida.rs,,Desktop,Web,DISPLAY,970x250,RS,1352,1125,1333,0.8440000000000001,1,0.07,2.638926,1.952,2.346,2.639,0,0.0,0.8321,0.9859,2.3457,0.915,0.019,0.915,low,IAB22,,shopping,"mass_reach,young_adults"
BR SalonLine,beauty,adxbr,revistaquem.globo.com,,Mobile,Web,DISPLAY,300x250,BR,1349,715,1319,0.5421,14,1.04,3.072969,2.278,4.298,0.219,0,0.0,0.53,0.9778,4.2979,0.76,0.0104,0.76,low,IAB18,,lifestyle,"young_adults,high_income"
Sky Showtime,entertainment,prebidserver,adevarul.ro,,Desktop,Web,DISPLAY,300x250,RO,1346,285,1320,0.2159,0,0.0,0.458938,0.341,1.61,0.0,0,0.0,0.2117,0.9807,1.6103,0.5983,0.0277,0.5983,medium,IAB1,,entertainment,"mass_reach,young_adults"
Viceroy,fashion,rp,es.wallapop.com,,Mobile,Web,DISPLAY,320x100,ES,1345,779,1320,0.5902000000000001,3,0.22,2.729315,2.029,3.504,0.91,0,0.0,0.5792,0.9814,3.5036,0.7858,0.0127,0.7858,low,IAB18,,lifestyle,"young_adults,high_income"
Crypto com,finance,sovrn,www.investing.com,,Desktop,Web,DISPLAY,970x250,AE,1340,1091,1319,0.8271,21,0.0157,7.00457,5.227,6.42,0.334,0,0.0,0.8142,0.9843,6.4203,0.9057,0.0069,0.9057,low,IAB13,,finance,"professionals,high_income"
MX Sephora,beauty,pubmatic,www.am.com.mx,,Mobile,Web,DISPLAY,336x280,MX,1338,91,1229,0.074,0,0.0,0.514407,0.384,5.653,0.0,0,0.0,0.068,0.9185,5.6528,0.4962,0.0079,0.4962,medium,IAB18,,lifestyle,"young_adults,high_income"
mtl_emea_es_dl_barbie_multi,family,unity,play.google.com,Travel Match,Mobile,In-app,DISPLAY,320x480,ES,1336,1246,1321,0.9432,0,0.0,11.031689,8.257,8.854,0.0,0,0.0,0.9326,0.9888,8.8537,0.966,0.005,0.966,low,IAB6,,parenting,parents
BR Piracanjuba,food,adxbr,www.em.com.br,,Desktop,Web,DISPLAY,970x90,BR,1334,1147,1269,0.9039,46,0.0345,2.282019,1.711,1.99,0.05,0,0.0,0.8598,0.9513,1.9896,0.9276,0.0224,0.9276,low,IAB8,,other,"mass_reach,parents"
BR Ubisoft,gaming,ogury,www.ign.com,,Mobile,Web,DISPLAY,970x250,BR,1329,1251,1304,0.9594,13,0.98,3.204872,2.411,2.562,0.247,0,0.0,0.9413,0.9812,2.5618,0.9703,0.0174,0.9703,low,IAB9,,gaming,"young_adults,mass_reach"
Crypto com,finance,rp,www.keybr.com,,Desktop,Web,DISPLAY,728x90,AE,1329,1306,1323,0.9872,0,0.0,0.169347,0.127,0.13,0.0,0,0.0,0.9827,0.9955,0.1297,0.9913,0.3435,0.9913,low,IAB13,,finance,"professionals,high_income"
Sky Showtime,entertainment,adx,finanse.gazetaprawna.pl,,Mobile,Web,DISPLAY,320x100,PL,1326,1173,1320,0.8886,7,0.53,0.563695,0.425,0.481,0.081,0,0.0,0.8846,0.9955,0.4806,0.9421,0.0927,0.9421,low,IAB1,,entertainment,"mass_reach,young_adults"
BR Piracanjuba,food,rp,conjugacao.com.br,,Desktop,Web,DISPLAY,728x90,BR,1323,1247,1295,0.9629,0,0.0,2.242518,1.695,1.798,0.0,0,0.0,0.9426,0.9788,1.7983,0.9708,0.0248,0.9708,low,IAB8,,other,"mass_reach,parents"
Localiza Seminovos,automotive,taboola,www.metropoles.com,,Mobile,Web,DISPLAY,500x120,BR,1323,0,0,0.0,2,0.15,0.172738,0.131,0.0,0.086,0,0.0,0.0,0.0,,0.0,0.0,0.0,high,IAB2,,automotive,"mass_reach,professionals"
Circus Daily - Belgium,entertainment,triplelift,www.mariefrance.fr,,Desktop,Web,VIDEO,1300x1280,BE,1321,1132,1271,0.8906000000000001,2,0.15,3.94547,2.987,3.485,1.973,1127,0.8531,0.8569,0.9621,3.4854,0.9062,0.0128,0.9264,low,IAB1,,entertainment,"mass_reach,young_adults"
mtl_emea_gr_dl_mh_multi,other,kidoz,play.google.com,Angry Birds Dream Blast,Mobile,In-app,DISPLAY,768x1024,GR,1312,1307,1311,0.9969,0,0.0,7.35296,5.604,5.626,0.0,0,0.0,0.9962,0.9992,5.6258,0.998,0.0079,0.998,low,IAB0,,other,mass_reach
UK Water Aid,health,index,www.independent.co.uk,,Mobile,Web,DISPLAY,300x600,GB,1308,936,1289,0.7261,1,0.08,2.620649,2.004,2.8,2.621,0,0.0,0.7156,0.9855,2.7998,0.8558,0.0159,0.8558,low,IAB7,,health,"mass_reach,professionals"
Lottoland,finance,sovrn,www.gamestar.de,,Mobile,Web,DISPLAY,300x600,AT,1304,841,1297,0.6484000000000001,5,0.38,4.038504,3.097,4.802,0.808,0,0.0,0.6449,0.9946,4.802,0.8215,0.0093,0.8215,low,IAB13,,finance,"professionals,high_income"
Localiza Seminovos,automotive,opera,noticias.r7.com,,Mobile,Web,DISPLAY,300x250,BR,1302,434,1123,0.3865,28,0.0215,1.264985,0.972,2.915,0.045,0,0.0,0.3333,0.8625,2.9147,0.6245,0.0153,0.4245,medium,IAB2,,automotive,"mass_reach,professionals"
Helly Hansen,fashion,adxus,www.allrecipes.com,,Mobile,Web,VIDEO,1300x1280,US,1289,1230,1281,0.9602,0,0.0,15.742534,12.213,12.799,0.0,1038,0.8053,0.9542,0.9938,12.7988,0.9332,0.0035,0.977,low,IAB18,,lifestyle,"young_adults,high_income"
